algorithm,breakfast_ids,breakfast_names,carbohydrate_RLL,carbohydrate_RUL,carbohydrate_ok,carbohydrate_value,distinct_groups,diversity_enabled,energy_RLL,energy_RUL,energy_ok,energy_value,experiment,fiber_RLL,fiber_RUL,fiber_ok,fiber_value,food_count,forbidden_items,lunch_dinner_ids,lunch_dinner_names,objective_co2,objective_cost,objective_preference,objective_time,penalty,protein_RLL,protein_RUL,protein_ok,protein_value,rank,sodium_RLL,sodium_RUL,sodium_ok,sodium_value,user_id,username,vegetarian,violated_nutrients
SPEA2,47 48 73,MERCİMEK ÇORBASI | MEVSİM SALATASI | SEBZELİ YUFKA BÖREĞİ,170.0,300.0,True,292.1605,8,False,2000.0,2400.0,True,2038.6416,user2_spea2_nodiversity,20.0,9999.0,True,32.7663,9,0,213 272 386 332 216 395,HAVUÇ SUYU LD | KREMALI FESLEĞENLİ MAKARNA | YOĞURTLU ISPANAK | PORTAKALLI REVANİ | HAVUÇ-TURP SALATASI LD | YOĞURTLU SEMİZOTU,43.1,12.02,63.5,385.0,0.0,40.0,100.0,True,55.9389,20,1500.0,2300.0,True,1633.4995,2,user_orbit_1740,True,0
NSGA-II,9 57 88 47,ÇEÇİL PEYNİRİ | PATATESLİ GÜL BÖREĞİ | VİŞNE SUYU | MERCİMEK ÇORBASI,170.0,300.0,True,209.9528,8,True,2000.0,2400.0,True,2140.032,user2_nsgaii_diversity,20.0,9999.0,False,18.273,9,0,95 391 318 131 197,AKDENİZ SALATASI LD | YOĞURTLU KARNABAHAR KIZARTMASI | PEYNİRLİ MAKARNA | CACIK | EZOGELİN ÇORBASI LD,24.0,15.47,52.8,320.0,0.031371,40.0,100.0,True,69.6095,1,1500.0,2300.0,True,1672.078,2,user_orbit_1740,True,1
NSGA-II,9 57 88 55,ÇEÇİL PEYNİRİ | PATATESLİ GÜL BÖREĞİ | VİŞNE SUYU | PATATES PÜRESİ B,170.0,300.0,True,224.3337,9,True,2000.0,2400.0,True,2242.9681,user2_nsgaii_diversity,20.0,9999.0,False,18.5548,10,0,95 391 318 131 197 242,AKDENİZ SALATASI LD | YOĞURTLU KARNABAHAR KIZARTMASI | PEYNİRLİ MAKARNA | CACIK | EZOGELİN ÇORBASI LD | KABAK MÜCVER,21.0,16.06,60.5,340.0,0.027879,40.0,100.0,True,70.315,2,1500.0,2300.0,True,1984.461,2,user_orbit_1740,True,1
NSGA-II,63 89 21 56,PEYNİRLİ GÜL BÖREĞİ | YABAN MERSİNİ MARMELATI | FINDIK EZMESİ | PATATES SALATASI,170.0,300.0,True,208.5881,7,True,2000.0,2400.0,True,2015.9134,user2_nsgaii_diversity,20.0,9999.0,True,21.6074,10,0,402 251 395 110 317 393,ZEYTİNYAĞLI KEREVİZ | KAYISI | YOĞURTLU SEMİZOTU | ARRABİATA SOSLU MAKARNA | PEYNİRLİ AKDENİZ SALATASI LD | YOĞURTLU PATLICAN KIZARTMASI,38.7,21.73,70.5,340.0,0.035714,40.0,100.0,True,50.5186,3,1500.0,2300.0,True,2273.3398,2,user_orbit_1740,True,0
NSGA-II,24 91 12 93 48 51,HAVUÇ SALATASI | YER FISTIĞI EZMESİ | ÇİLEK REÇELİ | YOĞURT B | MEVSİM SALATASI | NARLI KAHVALTI SALATASI,170.0,300.0,True,232.198,10,True,2000.0,2400.0,True,2037.9191,user2_nsgaii_diversity,20.0,9999.0,True,38.2887,12,0,367 103 215 391 113 303,TAM BUĞDAY EKMEK LD | ANTEP FISTIKLI SARI BURMA | HAVUÇLU PİRİNÇ PİLAVI | YOĞURTLU KARNABAHAR KIZARTMASI | AYVA | NOHUT ÇORBASI,34.8,26.47,72.3,405.0,0.025,40.0,100.0,True,55.2489,4,1500.0,2300.0,True,1550.9305,2,user_orbit_1740,True,0
NSGA-II,24 91 12 93 48 51,HAVUÇ SALATASI | YER FISTIĞI EZMESİ | ÇİLEK REÇELİ | YOĞURT B | MEVSİM SALATASI | NARLI KAHVALTI SALATASI,170.0,300.0,True,232.198,10,True,2000.0,2400.0,True,2037.9191,user2_nsgaii_diversity,20.0,9999.0,True,38.2887,12,0,367 103 215 391 113 303,TAM BUĞDAY EKMEK LD | ANTEP FISTIKLI SARI BURMA | HAVUÇLU PİRİNÇ PİLAVI | YOĞURTLU KARNABAHAR KIZARTMASI | AYVA | NOHUT ÇORBASI,34.8,26.47,72.3,405.0,0.025,40.0,100.0,True,55.2489,5,1500.0,2300.0,True,1550.9305,2,user_orbit_1740,True,0
NSGA-II,4 76 89 3 88 81 34 26 69 86,BAHARATLI ELMA DİLİM PATATES KIZARTMASI B | SİYAH ZEYTIN | YABAN MERSİNİ MARMELATI | AYVA REÇELİ | VİŞNE SUYU | ŞEFTALİ SUYU | KARNABAHAR SALATASI | HAVUÇ-TURP SALATASI | ROKA SALATASI | ÜZÜM PEKMEZİ,170.0,300.0,True,289.3203,12,True,2000.0,2400.0,True,2279.5069,user2_nsgaii_diversity,20.0,9999.0,True,25.0476,17,0,212 344 271 127 208 245 358,HAVUÇ SALATASI LD | SEBZE GRATEN | KREMALI DOMATES  ÇORBASI | BUĞDAY RİSOTTO | GREYFURT SUYU LD | KARIŞIK TURŞU | SÜTLAÇ,32.6,24.71,122.3,440.0,0.032499,40.0,100.0,False,39.0001,6,1500.0,2300.0,True,1543.7405,2,user_orbit_1740,True,1
NSGA-II,45 57 88,MAKARNA SALATASI | PATATESLİ GÜL BÖREĞİ | VİŞNE SUYU,170.0,300.0,True,255.2265,11,True,2000.0,2400.0,True,2037.888,user2_nsgaii_diversity,20.0,9999.0,True,25.4688,11,0,328 405 214 309 139 213 352 152,PİRİNÇLİ HAVUÇ ÇORBASI | ZEYTİNYAĞLI TAZE FASULYE | HAVUÇ TARATOR | PARMAK PATATES KIZARTMASI | ÇİLEK | HAVUÇ SUYU LD | SEBZELİ PİRİNÇ PİLAVI | DOMATESLİ MAKARNA,27.9,17.87,85.4,454.0,0.02525,40.0,100.0,False,39.7837,7,1500.0,2300.0,True,1663.38,2,user_orbit_1740,True,1
NSGA-II,45 57 88,MAKARNA SALATASI | PATATESLİ GÜL BÖREĞİ | VİŞNE SUYU,170.0,300.0,True,255.2265,11,True,2000.0,2400.0,True,2037.888,user2_nsgaii_diversity,20.0,9999.0,True,25.4688,11,0,328 405 214 309 139 213 352 152,PİRİNÇLİ HAVUÇ ÇORBASI | ZEYTİNYAĞLI TAZE FASULYE | HAVUÇ TARATOR | PARMAK PATATES KIZARTMASI | ÇİLEK | HAVUÇ SUYU LD | SEBZELİ PİRİNÇ PİLAVI | DOMATESLİ MAKARNA,27.9,17.87,85.4,454.0,0.02525,40.0,100.0,False,39.7837,8,1500.0,2300.0,True,1663.38,2,user_orbit_1740,True,1
NSGA-II,43 81 67 9 91 47,KÜP PATATES KIZARTMASI B | ŞEFTALİ SUYU | PORTAKAL SUYU | ÇEÇİL PEYNİRİ | YER FISTIĞI EZMESİ | MERCİMEK ÇORBASI,170.0,300.0,True,207.3821,9,True,2000.0,2400.0,True,2097.607,user2_nsgaii_diversity,20.0,9999.0,True,43.5092,12,0,405 241 197 123 399 214,ZEYTİNYAĞLI TAZE FASULYE | KABAK KALYE | EZOGELİN ÇORBASI LD | BARBUNYA PİLAKİ | ZEYTİNYAĞLI ISPANAK | HAVUÇ TARATOR,42.3,14.84,76.8,490.0,0.027778,40.0,100.0,True,63.3257,9,1500.0,2300.0,True,2100.736,2,user_orbit_1740,True,0
NSGA-II,52 70 5 74 4 86 35 45,ÖRGÜ PEYNİRİ | SEBZE GARNİTÜR (HAŞLANMIŞ) | BAL | SEMİZOTU SALATASI | BAHARATLI ELMA DİLİM PATATES KIZARTMASI B | ÜZÜM PEKMEZİ | KAYISI SUYU | MAKARNA SALATASI,170.0,300.0,True,228.0433,10,True,2000.0,2400.0,True,2078.0777,user2_nsgaii_diversity,20.0,9999.0,True,38.9455,14,0,198 313 296 312 399 214,FASULYE PİLAKİ | PATATES SALATASI LD | MERCİMEK ÇORBASI LD | PATATES PÜRESİ | ZEYTİNYAĞLI ISPANAK | HAVUÇ TARATOR,38.1,16.79,99.7,544.0,0.025,40.0,100.0,True,62.6362,10,1500.0,2300.0,True,2281.7964,2,user_orbit_1740,True,0
SPEA2,82 17 40 3 87 16,TAHİN PEKMEZ | ELMA DİLİM PATATES KIZARTMASI B | KRUVASAN | AYVA REÇELİ | VİŞNE REÇELİ | EKMEK,170.0,300.0,False,306.3976,9,True,2000.0,2400.0,True,2058.9175,user2_spea2_diversity,20.0,9999.0,False,18.4268,14,0,112 213 272 386 332 216 395 273,AYRAN | HAVUÇ SUYU LD | KREMALI FESLEĞENLİ MAKARNA | YOĞURTLU ISPANAK | PORTAKALLI REVANİ | HAVUÇ-TURP SALATASI LD | YOĞURTLU SEMİZOTU | KREMALI ISPANAK ÇORBASI,48.5,24.9,112.4,412.0,0.042652,40.0,100.0,True,57.814,1,1500.0,2300.0,True,1777.0203,2,user_orbit_1740,True,2
SPEA2,82 17 40 3 87 16,TAHİN PEKMEZ | ELMA DİLİM PATATES KIZARTMASI B | KRUVASAN | AYVA REÇELİ | VİŞNE REÇELİ | EKMEK,170.0,300.0,False,306.3976,9,True,2000.0,2400.0,True,2058.9175,user2_spea2_diversity,20.0,9999.0,False,18.4268,14,0,112 213 272 386 332 216 395 273,AYRAN | HAVUÇ SUYU LD | KREMALI FESLEĞENLİ MAKARNA | YOĞURTLU ISPANAK | PORTAKALLI REVANİ | HAVUÇ-TURP SALATASI LD | YOĞURTLU SEMİZOTU | KREMALI ISPANAK ÇORBASI,48.5,24.9,112.4,412.0,0.042652,40.0,100.0,True,57.814,2,1500.0,2300.0,True,1777.0203,2,user_orbit_1740,True,2
SPEA2,61 24 25 74 87 16,PERMESAN PEYNİRİ | HAVUÇ SALATASI | HAVUÇ SUYU | SEMİZOTU SALATASI | VİŞNE REÇELİ | EKMEK,170.0,300.0,True,288.5784,11,True,2000.0,2400.0,True,2105.5425,user2_spea2_diversity,20.0,9999.0,True,27.7085,13,0,108 388 350 208 139 354 397,ARPA ŞEHRİYE PİLAVI | YOĞURTLU KABAK KIZARTMASI | SEBZELİ MAKARNA | GREYFURT SUYU LD | ÇİLEK | SOSLU MAKARNA | ZEYTİNYAĞLI BİBER DOLMASI,36.6,23.03,82.5,420.0,0.022727,40.0,100.0,True,52.4367,3,1500.0,2300.0,True,2299.011,2,user_orbit_1740,True,0
SPEA2,61 24 25 74 87 16,PERMESAN PEYNİRİ | HAVUÇ SALATASI | HAVUÇ SUYU | SEMİZOTU SALATASI | VİŞNE REÇELİ | EKMEK,170.0,300.0,True,294.0336,10,True,2000.0,2400.0,True,2200.5825,user2_spea2_diversity,20.0,9999.0,True,25.0448,12,0,355 141 127 314 395 382,SOSLU PATLICAN KIZARTMASI | ÇOBAN SALATASI LD | BUĞDAY RİSOTTO | PATATES SOTE | YOĞURTLU SEMİZOTU | YOĞURT TATLISI,28.3,18.91,82.0,360.0,0.025,40.0,100.0,True,52.1431,4,1500.0,2300.0,True,2255.4011,2,user_orbit_1740,True,0
SPEA2,16 54 89 88 52 6,EKMEK | PARMAK PATATES KIZARTMASI B | YABAN MERSİNİ MARMELATI | VİŞNE SUYU | ÖRGÜ PEYNİRİ | BEYAZ PEYNIR,170.0,300.0,True,281.2407,10,True,2000.0,2400.0,False,1970.6673,user2_spea2_diversity,20.0,9999.0,True,20.9223,13,0,365 115 162 246 334 272 250,ŞEHRİYELİ PİRİNÇ PİLAVI | BADEMLİ MUHALLEBİ | ERİŞTE | KARNABAHAR SALATASI LD | ROKA SALATASI LD | KREMALI FESLEĞENLİ MAKARNA | KAVUN,51.7,14.7,89.2,275.0,0.076332,40.0,100.0,True,52.792,5,1500.0,2300.0,True,1778.5008,2,user_orbit_1740,True,1
SPEA2,61 24 25 74 87 16,PERMESAN PEYNİRİ | HAVUÇ SALATASI | HAVUÇ SUYU | SEMİZOTU SALATASI | VİŞNE REÇELİ | EKMEK,170.0,300.0,True,294.0336,10,True,2000.0,2400.0,True,2200.5825,user2_spea2_diversity,20.0,9999.0,True,25.0448,12,0,355 141 127 314 395 382,SOSLU PATLICAN KIZARTMASI | ÇOBAN SALATASI LD | BUĞDAY RİSOTTO | PATATES SOTE | YOĞURTLU SEMİZOTU | YOĞURT TATLISI,28.3,18.91,82.0,360.0,0.025,40.0,100.0,True,52.1431,6,1500.0,2300.0,True,2255.4011,2,user_orbit_1740,True,0
SPEA2,61 24 25 74 87 16,PERMESAN PEYNİRİ | HAVUÇ SALATASI | HAVUÇ SUYU | SEMİZOTU SALATASI | VİŞNE REÇELİ | EKMEK,170.0,300.0,True,294.0336,10,True,2000.0,2400.0,True,2200.5825,user2_spea2_diversity,20.0,9999.0,True,25.0448,12,0,355 141 127 314 395 382,SOSLU PATLICAN KIZARTMASI | ÇOBAN SALATASI LD | BUĞDAY RİSOTTO | PATATES SOTE | YOĞURTLU SEMİZOTU | YOĞURT TATLISI,28.3,18.91,82.0,360.0,0.025,40.0,100.0,True,52.1431,7,1500.0,2300.0,True,2255.4011,2,user_orbit_1740,True,0
SPEA2,61 24 25 74 87 16,PERMESAN PEYNİRİ | HAVUÇ SALATASI | HAVUÇ SUYU | SEMİZOTU SALATASI | VİŞNE REÇELİ | EKMEK,170.0,300.0,True,288.5784,11,True,2000.0,2400.0,True,2105.5425,user2_spea2_diversity,20.0,9999.0,True,27.7085,13,0,108 388 350 208 139 354 397,ARPA ŞEHRİYE PİLAVI | YOĞURTLU KABAK KIZARTMASI | SEBZELİ MAKARNA | GREYFURT SUYU LD | ÇİLEK | SOSLU MAKARNA | ZEYTİNYAĞLI BİBER DOLMASI,36.6,23.03,82.5,420.0,0.022727,40.0,100.0,True,52.4367,8,1500.0,2300.0,True,2299.011,2,user_orbit_1740,True,0
SPEA2,47 48 73,MERCİMEK ÇORBASI | MEVSİM SALATASI | SEBZELİ YUFKA BÖREĞİ,170.0,300.0,True,292.1605,8,True,2000.0,2400.0,True,2038.6416,user2_spea2_diversity,20.0,9999.0,True,32.7663,9,0,213 272 386 332 216 395,HAVUÇ SUYU LD | KREMALI FESLEĞENLİ MAKARNA | YOĞURTLU ISPANAK | PORTAKALLI REVANİ | HAVUÇ-TURP SALATASI LD | YOĞURTLU SEMİZOTU,43.1,12.02,63.5,385.0,0.03125,40.0,100.0,True,55.9389,9,1500.0,2300.0,True,1633.4995,2,user_orbit_1740,True,0
SPEA2,47 48 73,MERCİMEK ÇORBASI | MEVSİM SALATASI | SEBZELİ YUFKA BÖREĞİ,170.0,300.0,True,292.1605,8,True,2000.0,2400.0,True,2038.6416,user2_spea2_diversity,20.0,9999.0,True,32.7663,9,0,213 272 386 332 216 395,HAVUÇ SUYU LD | KREMALI FESLEĞENLİ MAKARNA | YOĞURTLU ISPANAK | PORTAKALLI REVANİ | HAVUÇ-TURP SALATASI LD | YOĞURTLU SEMİZOTU,43.1,12.02,63.5,385.0,0.03125,40.0,100.0,True,55.9389,10,1500.0,2300.0,True,1633.4995,2,user_orbit_1740,True,0
SPEA2,82 59 12,TAHİN PEKMEZ | PATATESLİ MİLFÖY BÖREĞİ | ÇİLEK REÇELİ,170.0,300.0,True,219.4661,5,True,2000.0,2400.0,True,2262.1075,user2_spea2_diversity,20.0,9999.0,True,20.5092,8,0,390 214 359 401 212,YOĞURTLU KARNABAHAR | HAVUÇ TARATOR | SÜTLÜ İRMİK TATLISI | ZEYTİNYAĞLI KARNABAHAR | HAVUÇ SALATASI LD,13.9,15.0,58.6,272.0,0.05,40.0,100.0,True,52.493,11,1500.0,2300.0,True,1596.7153,2,user_orbit_1740,True,0
SPEA2,61 24 25 74 87 16,PERMESAN PEYNİRİ | HAVUÇ SALATASI | HAVUÇ SUYU | SEMİZOTU SALATASI | VİŞNE REÇELİ | EKMEK,170.0,300.0,True,288.5784,11,True,2000.0,2400.0,True,2105.5425,user2_spea2_diversity,20.0,9999.0,True,27.7085,13,0,108 388 350 208 139 354 397,ARPA ŞEHRİYE PİLAVI | YOĞURTLU KABAK KIZARTMASI | SEBZELİ MAKARNA | GREYFURT SUYU LD | ÇİLEK | SOSLU MAKARNA | ZEYTİNYAĞLI BİBER DOLMASI,36.6,23.03,82.5,420.0,0.022727,40.0,100.0,True,52.4367,12,1500.0,2300.0,True,2299.011,2,user_orbit_1740,True,0
SPEA2,47 48 73,MERCİMEK ÇORBASI | MEVSİM SALATASI | SEBZELİ YUFKA BÖREĞİ,170.0,300.0,True,292.1605,8,True,2000.0,2400.0,True,2038.6416,user2_spea2_diversity,20.0,9999.0,True,32.7663,9,0,213 272 386 332 216 395,HAVUÇ SUYU LD | KREMALI FESLEĞENLİ MAKARNA | YOĞURTLU ISPANAK | PORTAKALLI REVANİ | HAVUÇ-TURP SALATASI LD | YOĞURTLU SEMİZOTU,43.1,12.02,63.5,385.0,0.03125,40.0,100.0,True,55.9389,13,1500.0,2300.0,True,1633.4995,2,user_orbit_1740,True,0
SPEA2,47 48 73,MERCİMEK ÇORBASI | MEVSİM SALATASI | SEBZELİ YUFKA BÖREĞİ,170.0,300.0,True,292.1605,8,True,2000.0,2400.0,True,2038.6416,user2_spea2_diversity,20.0,9999.0,True,32.7663,9,0,213 272 386 332 216 395,HAVUÇ SUYU LD | KREMALI FESLEĞENLİ MAKARNA | YOĞURTLU ISPANAK | PORTAKALLI REVANİ | HAVUÇ-TURP SALATASI LD | YOĞURTLU SEMİZOTU,43.1,12.02,63.5,385.0,0.03125,40.0,100.0,True,55.9389,14,1500.0,2300.0,True,1633.4995,2,user_orbit_1740,True,0
SPEA2,82 59 12,TAHİN PEKMEZ | PATATESLİ MİLFÖY BÖREĞİ | ÇİLEK REÇELİ,170.0,300.0,True,219.4661,5,True,2000.0,2400.0,True,2262.1075,user2_spea2_diversity,20.0,9999.0,True,20.5092,8,0,390 214 359 401 212,YOĞURTLU KARNABAHAR | HAVUÇ TARATOR | SÜTLÜ İRMİK TATLISI | ZEYTİNYAĞLI KARNABAHAR | HAVUÇ SALATASI LD,13.9,15.0,58.6,272.0,0.05,40.0,100.0,True,52.493,15,1500.0,2300.0,True,1596.7153,2,user_orbit_1740,True,0
SPEA2,82 59 12,TAHİN PEKMEZ | PATATESLİ MİLFÖY BÖREĞİ | ÇİLEK REÇELİ,170.0,300.0,True,219.4661,5,True,2000.0,2400.0,True,2262.1075,user2_spea2_diversity,20.0,9999.0,True,20.5092,8,0,390 214 359 401 212,YOĞURTLU KARNABAHAR | HAVUÇ TARATOR | SÜTLÜ İRMİK TATLISI | ZEYTİNYAĞLI KARNABAHAR | HAVUÇ SALATASI LD,13.9,15.0,58.6,272.0,0.05,40.0,100.0,True,52.493,16,1500.0,2300.0,True,1596.7153,2,user_orbit_1740,True,0
SPEA2,82 59 12,TAHİN PEKMEZ | PATATESLİ MİLFÖY BÖREĞİ | ÇİLEK REÇELİ,170.0,300.0,True,219.4661,5,True,2000.0,2400.0,True,2262.1075,user2_spea2_diversity,20.0,9999.0,True,20.5092,8,0,390 214 359 401 212,YOĞURTLU KARNABAHAR | HAVUÇ TARATOR | SÜTLÜ İRMİK TATLISI | ZEYTİNYAĞLI KARNABAHAR | HAVUÇ SALATASI LD,13.9,15.0,58.6,272.0,0.05,40.0,100.0,True,52.493,17,1500.0,2300.0,True,1596.7153,2,user_orbit_1740,True,0
SPEA2,82 59 12,TAHİN PEKMEZ | PATATESLİ MİLFÖY BÖREĞİ | ÇİLEK REÇELİ,170.0,300.0,True,219.4661,5,True,2000.0,2400.0,True,2262.1075,user2_spea2_diversity,20.0,9999.0,True,20.5092,8,0,390 214 359 401 212,YOĞURTLU KARNABAHAR | HAVUÇ TARATOR | SÜTLÜ İRMİK TATLISI | ZEYTİNYAĞLI KARNABAHAR | HAVUÇ SALATASI LD,13.9,15.0,58.6,272.0,0.05,40.0,100.0,True,52.493,18,1500.0,2300.0,True,1596.7153,2,user_orbit_1740,True,0
SPEA2,82 59 12,TAHİN PEKMEZ | PATATESLİ MİLFÖY BÖREĞİ | ÇİLEK REÇELİ,170.0,300.0,True,219.4661,5,True,2000.0,2400.0,True,2262.1075,user2_spea2_diversity,20.0,9999.0,True,20.5092,8,0,390 214 359 401 212,YOĞURTLU KARNABAHAR | HAVUÇ TARATOR | SÜTLÜ İRMİK TATLISI | ZEYTİNYAĞLI KARNABAHAR | HAVUÇ SALATASI LD,13.9,15.0,58.6,272.0,0.05,40.0,100.0,True,52.493,19,1500.0,2300.0,True,1596.7153,2,user_orbit_1740,True,0
SPEA2,61 24 25 74 87 16,PERMESAN PEYNİRİ | HAVUÇ SALATASI | HAVUÇ SUYU | SEMİZOTU SALATASI | VİŞNE REÇELİ | EKMEK,170.0,300.0,True,294.0336,10,True,2000.0,2400.0,True,2200.5825,user2_spea2_diversity,20.0,9999.0,True,25.0448,12,0,355 141 127 314 395 382,SOSLU PATLICAN KIZARTMASI | ÇOBAN SALATASI LD | BUĞDAY RİSOTTO | PATATES SOTE | YOĞURTLU SEMİZOTU | YOĞURT TATLISI,28.3,18.91,82.0,360.0,0.025,40.0,100.0,True,52.1431,20,1500.0,2300.0,True,2255.4011,2,user_orbit_1740,True,0
